SUBURB, non_agg_sex_assault, serious_assault_result_injury, assault_police, dang_negli_acts, theft_from_motor_veh, prop_dam_by_fire_expl, POSTCODE, blackmail_extor, receive_handle_proceeds_crime, abduc_harass_other, id, agg_sex_assault, graffiti, sct_residence, common_assault, theft_from_shop, agg_robbery, SUBURB_NUMBER, non_assault_sex_off, serious_assault_not_result_injury, murder, other_acts_intend_cause_injury, obtain_benefit_by_decept, sct_non_residence, theft_illegal_use_mv, threatening_beh, other_fraud_decep_rel_offences, other_hom_rel_offences, month_year, total_offences, trespass_other, other_theft, non_agg_robbery, other_prop_damage_envl
"GLENUNGA",0,1,0,0,1,0,"5064",0,0,0,2346,0,0,0,0,2,0,506402,0,1,0,0,1,0,1,0,0,0,"Jun 2020",11,0,1,0,3
"MYRTLE BANK",0,0,0,0,4,0,"5064",0,0,0,2360,0,0,2,0,0,0,506404,0,0,0,0,1,0,0,1,0,0,"Jun 2020",10,0,2,0,0
"ST GEORGES",0,0,0,0,1,0,"5064",0,0,0,2369,0,0,0,0,0,0,506405,0,0,0,0,0,0,0,0,0,0,"Jun 2020",2,0,1,0,0
"URRBRAE",0,0,0,0,1,0,"5064",0,0,0,2377,0,0,0,0,0,0,506406,0,0,0,0,0,0,0,0,0,0,"Jun 2020",1,0,0,0,0
"ALBERT PARK",0,0,0,0,1,0,"5014",0,0,0,238,0,0,0,1,0,0,501402,0,0,0,0,0,0,0,0,0,0,"Jun 2020",6,0,1,0,3
"DULWICH",0,0,0,0,1,0,"5065",0,0,0,2388,0,0,0,0,0,0,506501,0,1,0,0,0,1,0,0,0,0,"Jun 2020",4,0,0,0,1
"GLENSIDE",0,2,0,0,2,0,"5065",0,0,0,2400,0,0,0,1,1,0,506502,0,2,0,0,0,1,0,1,0,0,"Jun 2020",17,0,4,1,2
"LINDEN PARK",0,0,0,0,1,0,"5065",0,0,0,2412,0,0,0,0,0,0,506503,0,0,0,0,0,0,1,0,0,0,"Jun 2020",4,0,1,0,1
"TOORAK GARDENS",0,0,0,0,0,0,"5065",0,0,0,2424,0,0,0,0,0,0,506504,0,0,0,0,0,0,0,0,0,0,"Jun 2020",1,0,1,0,0
"BEAUMONT",0,0,0,0,1,0,"5066",0,0,0,2444,0,0,1,0,0,0,506601,0,0,0,0,0,0,0,0,0,0,"Jun 2020",3,0,0,0,1
"BURNSIDE",0,1,0,0,0,0,"5066",0,0,0,2455,0,0,0,0,0,0,506602,0,0,0,0,0,0,1,0,0,0,"Jun 2020",7,1,3,0,1
"ERINDALE",0,0,0,0,1,0,"5066",0,0,0,2464,0,0,0,0,0,0,506603,0,0,0,0,0,1,1,0,0,0,"Jun 2020",7,1,2,0,1
