SUBURB, non_agg_sex_assault, serious_assault_result_injury, assault_police, dang_negli_acts, theft_from_motor_veh, prop_dam_by_fire_expl, POSTCODE, blackmail_extor, receive_handle_proceeds_crime, abduc_harass_other, id, agg_sex_assault, graffiti, sct_residence, common_assault, theft_from_shop, agg_robbery, SUBURB_NUMBER, non_assault_sex_off, serious_assault_not_result_injury, murder, other_acts_intend_cause_injury, obtain_benefit_by_decept, sct_non_residence, theft_illegal_use_mv, threatening_beh, other_fraud_decep_rel_offences, other_hom_rel_offences, month_year, total_offences, trespass_other, other_theft, non_agg_robbery, other_prop_damage_envl
"EASTWOOD",0,1,0,0,2,0,"5063",0,0,0,2278,0,0,1,0,0,0,506301,0,2,0,0,1,1,0,0,0,0,"Mar 2020",11,0,1,0,2
"WINGFIELD",0,0,0,0,2,1,"5013",0,0,0,228,0,0,1,1,1,0,501305,0,1,0,0,0,3,0,0,1,0,"Mar 2020",23,2,7,0,3
"FREWVILLE",0,0,0,0,0,0,"5063",0,0,0,2291,0,0,0,0,3,0,506302,0,0,0,0,0,0,0,0,0,0,"Mar 2020",6,0,3,0,0
"ADELAIDE",0,10,4,3,20,4,"5000",1,21,1,23,0,9,6,20,112,4,500001,0,42,0,4,16,26,24,2,5,0,"Mar 2020",614,19,194,1,66
"FULLARTON",0,0,0,0,3,0,"5063",0,0,0,2303,0,2,2,1,2,0,506303,0,0,0,0,0,0,1,1,0,0,"Mar 2020",16,0,2,0,2
"HIGHGATE",0,0,0,0,1,0,"5063",0,0,0,2313,0,0,1,0,0,0,506304,0,0,0,0,0,1,0,0,0,0,"Mar 2020",3,0,0,0,0
"PARKSIDE",0,0,0,0,9,0,"5063",0,0,0,2325,0,0,1,1,1,0,506305,0,0,0,0,0,0,1,0,0,0,"Mar 2020",23,3,5,0,2
"GLEN OSMOND",0,0,0,0,0,0,"5064",0,2,0,2337,0,0,1,0,1,0,506401,0,1,0,0,0,0,0,0,0,0,"Mar 2020",9,0,4,0,0
"GLENUNGA",0,0,0,0,2,0,"5064",0,0,0,2349,0,1,1,0,1,0,506402,0,0,0,0,0,2,0,0,0,0,"Mar 2020",11,0,3,0,1
"MYRTLE BANK",0,0,0,0,1,0,"5064",0,0,0,2363,0,1,1,0,0,0,506404,0,0,0,0,0,0,0,0,0,0,"Mar 2020",6,0,1,0,2
"URRBRAE",0,0,0,0,0,0,"5064",0,1,0,2379,0,0,0,0,0,0,506406,0,1,0,0,0,0,0,0,0,0,"Mar 2020",2,0,0,0,0
"DULWICH",0,0,0,0,0,0,"5065",0,0,0,2391,0,0,0,0,0,0,506501,0,0,0,0,0,0,1,0,0,0,"Mar 2020",4,1,2,0,0
"GLENSIDE",0,0,0,0,0,0,"5065",0,0,0,2403,0,0,3,1,0,0,506502,0,2,0,0,0,0,0,0,0,0,"Mar 2020",10,0,4,0,0
"ALBERT PARK",0,0,0,0,2,0,"5014",0,0,0,241,0,0,0,0,0,0,501402,0,0,0,0,0,0,0,0,0,0,"Mar 2020",5,0,0,0,3
"LINDEN PARK",0,0,0,0,0,0,"5065",0,0,0,2415,0,0,0,0,0,0,506503,0,0,0,0,0,0,0,0,0,0,"Mar 2020",2,0,2,0,0
"TOORAK GARDENS",0,0,0,0,1,0,"5065",0,0,0,2427,0,0,3,0,0,0,506504,0,0,0,0,0,1,2,0,1,0,"Mar 2020",14,1,3,0,2
"BEAUMONT",0,0,0,0,0,0,"5066",0,0,0,2446,0,0,0,0,0,0,506601,0,1,0,0,0,1,0,0,0,0,"Mar 2020",4,1,1,0,0
"BURNSIDE",0,0,0,0,0,0,"5066",0,0,0,2457,0,0,0,0,0,0,506602,0,0,0,0,0,0,0,0,0,0,"Mar 2020",2,0,2,0,0
"ERINDALE",0,0,0,0,0,0,"5066",0,0,0,2467,0,0,0,0,0,0,506603,0,0,0,0,0,0,0,0,0,0,"Mar 2020",1,0,0,0,1
"HAZELWOOD PARK",0,0,0,0,0,0,"5066",0,0,0,2479,0,0,0,0,0,0,506604,0,0,0,0,0,0,0,0,0,0,"Mar 2020",1,0,1,0,0
